average_rating,price,reviews_num,max_cpu_frequency,cpu_architecture,web_camera,weight,ethernet_adapter,pixel_response_time,microphone,warranty_duration,depth,screen_diagonal,battery_capacity,gaming_laptop,kensington_lock,cpu_cores_num,l2_cache,l3_cache,cpu_family,screen_refresh_rate,threads_num,max_possible_ram,screen_resolution_name,hdd_capacity,ssd_capacity,graphics_ram,intel_optane_drive_capacity,os,optical_disc_drive,ppi,usb_power_delivery,keyboard_backlight,usb_2_0_ports,usb_3_x_ports,usb_type_c_ports,estimated_battery_life,gpu_manufacturer,cpu_manufacturer,ram,M_2_connector,touch_screen,fingerprint_scanner,cpu_lithography,graphics_ram_type,ram_type,display_type,height,numeric_keypad,cpu_frequency,ram_frequency,width,release_year,memory_slots_num,adaptive_sync_technology,multiple_35jacks,cellular_communication,dedicated_graphics,dedicated_graphics_only,usb2ethernet_adapter,display_port,hdmi,thunderbolt_2,thunderbolt_3,thunderbolt_4,vga,micro_hdmi,mini_display_port,additional_accessories,2_in_1,emcc,metal,plastic,carbon,brand_name,bluetooth,bluetooth_4_0,bluetooth_4_1,bluetooth_4_2,bluetooth_5_0,bluetooth_5_1,miracast,nfc,mmc,ms,micro_media,sd,sdhc,sdxc,micro_sd,micro_sdhc,micro_sdxc,glossy_display,screen_width_pixels,screen_height_pixels,hdd_increased_speed,best_wi_fi_standard,li_ion_battery_type,ultrabook,touch_numeric_keypad,cpu_scores,dedicated_gpu_scores,integrated_gpu_scores,AdobeRGB,DCI-P3,NTSC,sRGB
,54999.0,,3.6,Ice Lake,True,1.8,True,,True,12.0,245.0,15.6,4054.054054054054,False,True,4,1.0,6.0,Core i5,60.0,8.0,16,FullHD,1000.0,0.0,0.0,0.0,DOS,False,141.0,0.0,1.0,1.0,2.0,2.0,9.0,Intel,Intel,4,,False,1.0,10.0,SMA,DDR4,IPS,18.9,True,1.0,2666.0,364.0,2019.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Lenovo,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,6,True,False,False,8003,0.0,1920.0,,,,
5.0,55799.0,1.0,3.4,Ice Lake,True,1.19,False,,True,24.0,203.0,13.3,6036.036036036036,False,False,2,1.0,4.0,Core i3,60.0,4.0,8,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,165.6,1.0,1.0,0.0,1.0,2.0,22.0,Intel,Intel,8,1.0,False,0.0,10.0,SMA,LPDDR4x,IPS,13.9,False,1.2,3200.0,304.0,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,True,False,False,True,False,False,ASUS,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,True,False,False,5254,0.0,1920.0,,,,100.0
,55999.0,,3.6,Ice Lake,True,1.8,False,,True,12.0,234.9,15.6,,False,True,4,2.0,6.0,Core i5,60.0,8.0,20,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,1.0,,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,IPS,19.9,True,1.0,,360.2,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,8003,0.0,1920.0,,,45.0,
,56499.0,,3.4,Ice Lake,True,1.19,False,,True,12.0,217.0,14.0,4200.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,8,FullHD,0.0,256.0,0.0,0.0,UNIX-подобная,False,157.4,0.0,1.0,1.0,1.0,1.0,10.0,Intel,Intel,8,1.0,False,1.0,10.0,SMA,DDR4,IPS,16.0,False,1.2,2666.0,319.5,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,True,False,5254,0.0,1920.0,,,,54.0
,56999.0,,4.0,Zen 2,True,1.2,False,,True,12.0,218.9,14.0,4343.0,False,True,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.0,,1.0,1.0,1.0,1.0,11.0,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,17.95,False,2.3,3200.0,323.4,2020.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,11260,0.0,1255.0,,,,
,56999.0,,3.6,Ice Lake,True,1.5,True,,True,12.0,230.0,14.0,4054.054054054054,False,False,4,1.0,6.0,Core i5,60.0,8.0,32,FullHD,0.0,256.0,0.0,0.0,DOS,False,157.4,1.0,1.0,1.0,2.0,2.0,9.0,Intel,Intel,8,1.0,False,1.0,10.0,SMA,DDR4,IPS,17.9,False,1.0,2666.0,326.0,2019.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Lenovo,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,6,True,False,False,8003,0.0,1920.0,,,,
4.7,56999.0,31.0,4.0,Zen+,True,1.38,False,,True,12.0,214.8,14.0,5045.045045045045,False,False,4,2.0,4.0,Ryzen 7,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,1.0,1.0,1.0,1.0,1.0,10.0,AMD,AMD,8,1.0,False,1.0,12.0,SMA,DDR4,IPS,15.9,False,2.3,2400.0,322.5,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Huawei,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False,7326,0.0,1524.0,,,,
5.0,56999.0,1.0,3.6,Ice Lake,True,1.8,False,,True,12.0,234.9,15.6,,False,True,4,2.0,6.0,Core i5,60.0,8.0,20,FullHD,0.0,256.0,2.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,2.0,1.0,1.0,,nVidia,Intel,8,1.0,False,0.0,10.0,GDDR5,DDR4,IPS,19.9,True,1.0,,360.2,2020.0,1.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,ASUS,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,True,False,False,8003,1929.0,1920.0,,,45.0,
3.8,56999.0,6.0,4.0,Zen 2,True,1.8,True,,True,12.0,250.5,15.6,4324.324324324324,False,True,6,3.0,8.0,Ryzen 5,60.0,6.0,16,FullHD,0.0,512.0,0.0,0.0,UNIX-подобная,False,141.0,0.0,1.0,1.0,2.0,1.0,10.0,AMD,AMD,16,1.0,False,0.0,7.0,SMA,DDR4,IPS,17.95,True,2.3,,363.4,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,11260,0.0,1255.0,,,,
4.9,56999.0,73.0,4.0,Zen 2,True,1.66,False,,True,12.0,233.13,15.6,5135.135135135135,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,1.0,0.0,2.0,1.0,9.0,AMD,AMD,8,1.0,False,0.0,7.0,SMA,DDR4,IPS,16.9,True,2.3,3200.0,356.67,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Lenovo,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,6,False,False,False,11260,0.0,1255.0,,,45.0,
5.0,56999.0,6.0,4.2,Comet Lake,True,1.6,False,,True,12.0,233.7,15.6,3834.0,False,False,4,1.0,6.0,Core i5,60.0,8.0,64,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,1.0,0.0,3.0,1.0,9.0,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,IPS,15.9,False,1.6,2666.0,356.8,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,MSI,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,5,False,False,False,6544,0.0,920.0,48.0,,46.0,65.0
4.9,56999.0,49.0,4.0,Zen+,True,1.53,False,,True,12.0,229.9,15.6,3783.783783783784,False,False,4,2.0,4.0,Ryzen 7,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,0.0,2.0,1.0,1.0,7.0,AMD,AMD,8,1.0,False,1.0,12.0,SMA,DDR4,IPS,16.9,False,2.3,2400.0,357.8,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Huawei,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False,7326,0.0,1524.0,48.0,,45.0,64.0
,57999.0,,3.4,Ice Lake,True,1.6,False,,True,12.0,241.0,14.0,3153.153153153153,False,False,2,0.5,4.0,Core i3,60.0,4.0,12,FullHD,0.0,128.0,0.0,0.0,Windows 10 Professional,False,157.0,1.0,0.0,1.0,2.0,0.0,6.0,Intel,Intel,4,1.0,False,0.0,10.0,SMA,DDR4,TN+film,19.9,False,1.2,2666.0,327.1,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,True,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,,
,58299.0,,3.4,Ice Lake,True,1.75,True,,True,12.0,242.0,15.6,3600.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,16,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,141.0,0.0,0.0,0.0,2.0,1.0,8.0,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,SVA (TN+film),19.9,True,1.2,2666.0,358.5,2020.0,2.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,5254,0.0,1920.0,,,45.0,
,58999.0,,4.1,Willow Cove,True,1.24,False,,True,12.0,205.0,13.3,3873.873873873874,False,False,2,2.5,6.0,Core i3,60.0,4.0,8,FullHD,0.0,512.0,0.0,,Windows 10 Home,False,166.0,1.0,1.0,0.0,2.0,1.0,,Intel,Intel,8,1.0,False,0.0,10.0,SMA,DDR4,IPS,16.9,False,3.0,3200.0,309.0,2020.0,,,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,,1920,1080,False,5,False,False,False,6465,0.0,2918.0,,,45.0,
5.0,58999.0,3.0,3.6,Ice Lake,True,1.39,False,,True,12.0,211.59,14.0,,False,False,4,2.0,6.0,Core i5,60.0,8.0,16,FullHD,0.0,512.0,0.0,0.0,DOS,False,157.0,1.0,1.0,0.0,2.0,1.0,9.0,Intel,Intel,16,1.0,False,0.0,10.0,SMA,DDR4,IPS,17.9,False,1.0,3200.0,321.57,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,Lenovo,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,6,False,False,False,8003,0.0,1920.0,,,45.0,
4.6,58999.0,134.0,3.7,Zen+,True,2.3,True,,True,12.0,255.0,15.6,4954.954954954955,True,True,4,2.0,4.0,Ryzen 5,60.0,8.0,32,FullHD,0.0,256.0,4.0,0.0,UNIX-подобная,False,141.0,0.0,1.0,1.0,2.0,1.0,7.0,nVidia,AMD,8,1.0,False,0.0,12.0,GDDR5,DDR4,IPS,25.9,True,2.1,2400.0,363.4,2020.0,2.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,8121,7720.0,1578.0,,,,
4.7,58999.0,49.0,3.7,Zen+,True,2.25,True,,True,12.0,257.0,15.6,4684.684684684685,True,True,4,2.0,4.0,Ryzen 5,60.0,8.0,16,FullHD,0.0,512.0,4.0,0.0,DOS,False,141.0,0.0,1.0,1.0,1.0,1.0,11.0,nVidia,AMD,8,1.0,False,0.0,12.0,GDDR5,DDR4,IPS,23.5,True,2.1,2400.0,360.0,2020.0,2.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,HP,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0.0,1920,1080,False,5,True,False,False,8121,7720.0,1578.0,,,45.0,
4.5,59399.0,2.0,4.0,Zen 2,True,1.15,False,,True,24.0,199.0,14.0,2630.0,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,512.0,2.0,0.0,Windows 10 Home,False,157.0,,1.0,1.0,1.0,1.0,12.0,nVidia,AMD,8,1.0,False,1.0,7.0,GDDR5,DDR4,IPS,15.9,False,2.3,2400.0,319.0,2020.0,0.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,ASUS,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,True,False,False,11260,2991.0,1255.0,,,,
5.0,59449.0,2.0,4.0,Zen 2,True,1.38,False,,True,12.0,214.8,14.0,5045.045045045045,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,1.0,1.0,1.0,1.0,1.0,10.0,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,15.9,False,2.3,,322.5,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Huawei,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False,11260,0.0,1255.0,,,,
5.0,59999.0,2.0,4.0,Zen 2,True,1.5,False,,True,12.0,220.0,14.0,,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.0,,0.0,1.0,1.0,1.0,,AMD,AMD,8,1.0,True,0.0,7.0,SMA,DDR4,IPS,18.2,False,2.3,3200.0,324.0,2020.0,1.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,True,True,False,True,True,False,ASUS,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,1.0,1920,1080,False,5,True,False,False,11260,0.0,1255.0,,,45.0,
,59999.0,,4.1,Zen 2,True,1.45,False,,True,12.0,213.5,14.0,,False,False,8,4.0,8.0,Ryzen 7,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.0,,1.0,2.0,1.0,1.0,,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,19.45,False,2.0,2666.0,324.9,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,ASUS,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,False,False,False,13803,0.0,3730.0,,,45.0,
,59999.0,,4.2,Comet Lake,True,1.4,False,,True,12.0,213.5,14.0,4504.5045045045035,False,False,4,1.0,6.0,Core i5,60.0,8.0,8,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.0,0.0,1.0,2.0,1.0,1.0,,Intel,Intel,8,1.0,False,0.0,14.0,SMA,DDR4,IPS,15.9,False,1.6,2666.0,324.9,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,ASUS,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,False,False,False,6544,0.0,920.0,,,,100.0
,59999.0,,4.2,Willow Cove,True,1.6,False,,True,12.0,221.0,14.0,3873.873873873874,False,False,4,5.0,8.0,Core i5,60.0,8.0,8,FullHD,0.0,512.0,0.0,,Windows 10 Home,False,157.0,1.0,0.0,0.0,2.0,1.0,,Intel,Intel,8,1.0,True,0.0,10.0,SMA,DDR4,IPS,18.0,False,2.5,3200.0,324.0,2020.0,2.0,,False,False,False,False,False,False,True,0,0,0,False,0,False,False,True,False,True,True,False,HP,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,,1920,1080,False,5,False,False,False,9677,0.0,2918.0,,,45.0,
,59999.0,,3.4,Ice Lake,True,1.19,False,,True,12.0,217.0,14.0,4200.0,False,True,2,1.0,4.0,Core i3,60.0,4.0,8,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,1.0,1.0,1.0,1.0,10.0,Intel,Intel,8,1.0,False,1.0,10.0,SMA,DDR4,IPS,16.0,False,1.2,2666.0,319.5,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,True,False,5254,0.0,1920.0,,,,54.0
,59999.0,,3.6,Ice Lake,True,1.19,False,,True,12.0,217.0,14.0,4343.0,False,True,4,2.0,6.0,Core i5,60.0,8.0,8,FullHD,0.0,256.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,1.0,1.0,1.0,1.0,12.0,Intel,Intel,8,1.0,False,1.0,10.0,SMA,DDR4,IPS,16.0,False,1.0,2666.0,319.5,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,True,False,8003,0.0,1920.0,,,,54.0
4.8,59999.0,23.0,3.6,Ice Lake,True,1.19,False,,True,12.0,217.0,14.0,4343.0,False,True,4,2.0,6.0,Core i5,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,0.0,1.0,1.0,1.0,1.0,12.0,Intel,Intel,8,1.0,False,1.0,10.0,SMA,DDR4,IPS,16.0,False,1.0,2666.0,319.5,2019.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,True,False,8003,0.0,1920.0,,,,
5.0,59999.0,6.0,4.0,Zen 2,True,1.38,False,,True,12.0,214.8,14.0,5045.045045045045,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.4,1.0,1.0,1.0,1.0,1.0,10.0,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,15.9,False,2.3,2666.0,322.5,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False,11260,0.0,,,,45.0,
4.4,59999.0,78.0,4.1,Coffee Lake,True,2.2,True,,True,12.0,262.0,15.6,4140.0,True,True,4,1.0,8.0,Core i5,,8.0,32,FullHD,0.0,512.0,4.0,0.0,DOS,False,141.0,0.0,1.0,1.0,2.0,0.0,3.0,nVidia,Intel,8,1.0,False,0.0,14.0,GDDR5,DDR4,IPS,27.0,True,2.4,2666.0,361.0,2020.0,2.0,,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,ASUS,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,True,False,False,7920,7720.0,1163.0,,,45.0,
5.0,59999.0,5.0,4.1,Zen 2,True,1.8,False,,True,12.0,233.8,15.6,,False,False,8,4.0,8.0,Ryzen 7,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,,1.0,2.0,1.0,1.0,,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,16.1,True,2.0,3200.0,359.8,2020.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,ASUS,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,False,False,False,13803,0.0,3730.0,,,,
5.0,59999.0,5.0,4.1,Zen 2,True,1.8,False,,True,12.0,233.8,15.6,,False,False,8,4.0,8.0,Ryzen 7,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,,1.0,2.0,1.0,1.0,,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,16.1,True,2.0,3200.0,359.8,2020.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,True,False,ASUS,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,0.0,1920,1080,False,6,False,False,False,13803,0.0,3730.0,,,,
5.0,59999.0,1.0,4.5,Comet Lake,True,2.15,True,,True,12.0,254.5,15.6,,False,True,4,1.0,8.0,Core i5,60.0,8.0,32,FullHD,0.0,256.0,4.0,0.0,UNIX-подобная,False,141.0,0.0,1.0,1.0,2.0,1.0,8.0,nVidia,Intel,8,1.0,False,1.0,14.0,GDDR6,DDR4,IPS,23.25,True,2.5,2933.0,363.4,2020.0,2.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,8846,7720.0,1163.0,,,,
5.0,59999.0,4.0,4.0,Zen 2,True,1.53,False,,True,12.0,229.9,15.6,5045.045045045045,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,0.0,1.0,1.0,1.0,6.0,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,16.9,False,2.3,2666.0,357.8,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,False,False,11260,0.0,,,,,
4.7,59999.0,16.0,4.0,Zen 2,True,1.53,False,,True,12.0,229.9,15.6,3783.783783783784,False,False,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,141.0,1.0,0.0,2.0,1.0,1.0,7.0,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,16.9,False,2.3,,357.8,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Huawei,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,True,False,11260,0.0,1255.0,48.0,,45.0,64.0
4.7,59999.0,34.0,3.7,Zen+,True,1.7,False,,True,12.0,234.0,16.1,5045.045045045045,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,137.0,1.0,1.0,0.0,3.0,1.0,9.0,AMD,AMD,8,1.0,False,1.0,12.0,SMA,DDR4,IPS,16.9,False,2.1,2400.0,369.0,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,False,False,8121,0.0,1578.0,,,,100.0
4.6,59999.0,188.0,3.7,Zen+,True,1.7,False,,True,12.0,234.0,16.1,5045.045045045045,False,False,4,2.0,4.0,Ryzen 5,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,137.0,1.0,1.0,0.0,3.0,1.0,9.0,AMD,AMD,8,1.0,False,1.0,12.0,SMA,DDR4,IPS,16.9,False,2.1,2400.0,369.0,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Honor,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,5,False,False,False,8121,0.0,1578.0,,,,100.0
,60999.0,,4.0,Zen 2,True,1.2,False,,True,12.0,218.9,14.0,4343.0,False,True,6,3.0,8.0,Ryzen 5,60.0,6.0,8,FullHD,0.0,512.0,0.0,0.0,Windows 10 Home,False,157.0,,1.0,1.0,1.0,1.0,11.0,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,17.95,False,2.3,3200.0,323.4,2020.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,11260,0.0,1255.0,,,,
,60999.0,,4.1,Zen 2,True,1.2,False,,True,12.0,218.9,14.0,4343.0,False,True,8,4.0,8.0,Ryzen 7,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,UNIX-подобная,False,157.0,,1.0,1.0,1.0,1.0,11.0,AMD,AMD,8,1.0,False,1.0,7.0,SMA,DDR4,IPS,17.95,False,2.0,3200.0,323.4,2020.0,,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,13803,0.0,3730.0,,,,
,60999.0,,3.6,Ice Lake,True,1.19,False,,True,12.0,217.0,14.0,4343.0,False,True,4,2.0,6.0,Core i5,60.0,8.0,8,FullHD,0.0,512.0,0.0,0.0,UNIX-подобная,False,157.4,0.0,1.0,1.0,1.0,1.0,12.0,Intel,Intel,8,1.0,False,1.0,10.0,SMA,DDR4,IPS,16.0,False,1.0,2666.0,319.5,2020.0,0.0,нет,False,False,False,False,False,False,True,0,0,0,False,0,False,False,False,False,True,False,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,True,False,8003,0.0,1920.0,,,,54.0
4.7,60999.0,105.0,4.1,Coffee Lake,True,2.5,True,,True,12.0,255.0,15.6,5315.315315315315,True,True,4,1.0,8.0,Core i5,,8.0,32,FullHD,0.0,512.0,4.0,0.0,DOS,False,141.0,0.0,1.0,1.0,2.0,1.0,8.0,nVidia,Intel,8,1.0,False,0.0,14.0,GDDR5,DDR4,IPS,25.9,True,2.4,2666.0,363.4,2020.0,2.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Acer,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,True,False,False,7920,7720.0,1163.0,36.0,,,57.0
4.7,60999.0,104.0,4.5,Comet Lake,True,2.2,True,,True,12.0,249.6,15.6,,True,True,4,1.0,8.0,Core i5,60.0,8.0,32,FullHD,0.0,256.0,4.0,0.0,DOS,False,141.0,0.0,1.0,0.0,2.0,1.0,9.0,nVidia,Intel,8,1.0,False,0.0,14.0,GDDR6,DDR4,IPS,24.9,True,2.5,2933.0,359.0,2020.0,2.0,нет,False,False,True,False,False,False,True,0,0,0,False,0,False,False,False,False,False,True,False,Lenovo,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1920,1080,False,6,False,False,False,8846,7720.0,1163.0,,,45.0,
